,IGN,Name,Team,Role,Country,Age
741,SunnyXX,Josef Schusteritsch,XGS eSports,Bot,Austria,26.0
742,Sura,Orfeas Anastasiou,Gamespace eSports,Mid,Greece,21.0
743,Suzu,Marc Fábregas de Miguel,Team-LDLC,Coach,Dominican Republic,27.0
744,Svenskeren,Dennis Johnsen,Cloud9,Jungler,Denmark,23.0
745,Sveronis,Dimitris Sveronis (Δημήτρης Σβερώνης),Pyrsos Esports,Mid,Greece,20.0
746,Svikter,Viktor Lindén,Wind and Rain Nordic,Jungler,Sweden,
747,Syrpy,Kamil Pękacki,Different Dimension,Support,Poland,
748,Szeherezadka,Sylwia Rychlik,SHE-REX,Mid,Poland,27.0
749,Szygenda,Mathias Jensen,Origen BCN,Top,Denmark,18.0
750,Taikki,Arttu Sirkka,Bursaspor Esports,Jungler,Finland,25.0
751,TamoZ,Pierre-Antoine Gau-Verdon,NYYRIKKI,Top,France,22.0
752,Tarky,Jakub Vaňkát,Galakticos,Support,Czech Republic,
753,Tars,Kamil Szypcio,Totalna Kompromitacja,Mid,Poland,
754,TasteLess,Igor Radusinović,ASUS ROG ELITE,Support,Serbia,21.0
755,Tasz,Mateusz Borkowski,Pogoń Szczecin,Coach,Poland,20.0
756,Tatuy,Tatu Jauhiainen,MJ-Esports,Top,Finland,21.0
757,Taxer,Christian Vendelbo Bylling Jensen,Excel Esports,Jungler,Denmark,19.0
758,TemptAzn,Việt Phong Ngo,ZeroSeven Gera,Top,Vietnam,
759,Tent,Eduard Dinkelberg,Sector One,Jungler,Netherlands,19.0
760,Teogen,Vladimir Koleda (Владимир Коледа),ESCORT P9,Jungler,Latvia,18.0
761,Th3Antonio,Antonio Espinosa,Vodafone Giants,Top,Spain,20.0
762,The Answer,Leonhard Giljohan,Tempered Fate,Support,Germany,
763,TheKat,Rayan Karout,Bulldog Esports,Support,Lebanon,21.0
764,ThomasLoL,Thomas van Schaik,mCon esports,Support,Netherlands,21.0
765,Thralix,Erwin Geler,404 Multigaming,Support,Germany,18.0
766,Tiara,Ilmo Rapeli,Neon Esports,Support,Finland,20.0
767,Tiger,Alan Roger,EURONICS Gaming,Bot,Tunisia,
768,tmm,Arnolds Ķīvitis,ESCORT P9,Mid,Latvia,
769,Toaster,Augustas Ruplys,Vitality.Bee,Bot,Lithuania,
770,Toliam,Tom Brandon,Bulldog Esports,Top,United Kingdom,22.0
771,Tolkin,Niklot Stüber,mousesports,Top,Germany,21.0
772,Tonerre,Scott Ménard,Solary,Mid,France,21.0
773,Touch,Omid Rosander,Nordavind,Support,Norway,24.0
774,Tourtinaki,Sofia Christostomidou (Σοφία Χριστοστομίδου),Outlawz,Support,Greece,21.0
775,Tranquil,Lefteris Lazaridis Kirolivanos (Λευτέρης Λαζαρίδης Κηρολίβανος),Greek Regenesis,Bot,Greece,19.0
776,Trayton,Jean Medzadourian,Vitality.Bee,Support,France,20.0
777,Treatz,Erik Wessén,TSM Academy,Support,Sweden,23.0
778,Trenie,Mateusz Zabielski,Team DPD,Bot,Poland,
779,Truklax,Alexandre Rodrigues do Nascimento,Penguins,Top,Portugal,
780,Trymbi,Adrian Trybus,G2 Heretics,Support,Poland,
781,Tsili,Giorgos Tsilichranos (Γιώργος Τσιλιχράνος),Greek Regenesis,Streamer,Greece,
782,Tuomari,Jan-Willem van Wingerden,Echo Zulu,Top,Netherlands,19.0
783,Turanaga,Borislav Botev (Борислав Ботев),Random 5,Support,Bulgaria,
784,TynX,Kristian Østergaard Hansen,ROG Esport,Jungler,Denmark,19.0
785,Tython,Panagiotis Kobothekras (Παναγιώτης Κομποθέκρας),Different Dimension,Coach,Greece,24.0
786,Unbannedx,Daniel Liguori,Outplayed Academy,Bot,Italy,17.0
787,Unknown,Marcin Kubicki,Wisła Płock,Top,Poland,22.0
788,Unravel,Alexander Bachmann,Tempered Fate,Top,Austria,20.0
789,Upset,Elias Lipp,FC Schalke 04,Bot,Germany,19.0
790,Uthman,Rui Mendonça,SAMCLAN Esports Club,Jungler,Portugal,19.0
791,Valynora,Elfi Matrisch,Out of the Blue,Mid,Germany,27.0
792,Vamir,Floris Tuijn,Kaos Latin Gamers,Coach,Netherlands,
793,Vander,Oskar Bogdan,Rogue,Support,Poland,25.0
794,Vango,Antoine Tinguely,PF Helix,Mid,Switzerland,
795,Vasked,Václav Benda,eSuba,Support,Czech Republic,
796,Veggie,Fryderyk Kozioł,Illuminar Gaming,Manager,United States,28.0
797,Veggles,Veeti Valtonen,ISO eSports,Coach,Finland,
798,Ventair,Simon Tschammer,Schalke Evolution,Top,Germany,
799,Venzer,Alexander Kostadinov,Origen BCN,Bot,Bulgaria,
800,Viketox,Victor Navarro Ramos,Giants Academy,Support,Spain,
801,Vioreleeee,Richard Szabo,Gamespace eSports,Support,Romania,
802,Viper,Daniel Gruber,Austrian Force,Jungler,Austria,
803,Vizicsacsi,Tamás Kiss,Splyce,Top,Hungary,25.0
804,VL,Atte Korpi,MJ-Esports,Bot,Finland,22.0
805,VoidTerror,Alexandros Saroglou (Αλέξανδρος Σαρόγλου),Gamespace eSports,Mid,Greece,
806,Voluxa,Sami Holappa,Neon Esports,Top,Finland,18.0
807,Von,Dimitris Bakiris (Δημήτρης Μπακίρης),Team Queso,Mid,Greece,22.0
808,VoV,Bartłomiej Ryl,Illuminar Gaming,Coach,Poland,
809,Vrow,Albu Bogdan,Nexus Gaming,Mid,Romania,
810,vvarion,Mateusz Pieńkosz,ACTINA PACT,Jungler,Poland,19.0
811,vzz,Teodor Cholakov (Теодор Чолаков),Samsung Morning Stars,Bot,Bulgaria,
812,Waffeletten,Daniel Marques,ASP Esports,Support,Portugal,22.0
813,Wakz,César Hugues,Solary,Bot,France,26.0
814,Wardain,Adrian Müry,G2 Heretics,Top,Austria,22.0
815,Warden,Lukas Lenikas,UOL Sexy Edition,Jungler,Lithuania,
816,Warrior Lady,Christoforos Kliotis (Χριστοφόρος Κλειώτης),Pyrsos Esports,Top,Greece,
817,Warszi,Marcin Surała,Enclave Gaming,Mid,Poland,
818,WeiZoR,Andreas Svanholm,The Final Tribe,Top,Sweden,17.0
819,Wendelbo,Daniel Ernst Wendelbo,Team AURORA,Support,Denmark,20.0
820,Werlyb,Jorge Casanovas Moreno-Torres,SK Gaming Prime,Top,Spain,
821,wewillfailer,Bram de Winter,Wind and Rain Nordic,Support,Belgium,28.0
822,Whitein,Alexandru Kolozsvari,Gamespace eSports,Support,Romania,
823,WhiteKnight,Matti Sormunen,BIG,Top,Finland,23.0
824,Wictrec,Viktor Abrahamsson,Lightside Gaming,Jungler,Sweden,21.0
825,Wild Joshy,Joshua Lim,SILENTGAMING,Support,Malaysia,
826,WildPanda,Dimosthenis Dimitriadis (Δημοσθένης Δημητριάδης),Greek Regenesis,Support,Greece,24.0
827,Witkapje,Vincent Rietberg,New Dynasty,Bot,Netherlands,19.0
828,Witsyy,Tom Witsenburg,Solwing Esports,Jungler,Netherlands,
829,Woda,Piotr Świtała,ACTINA PACT,Support,Poland,
830,Wodziak,Dawid Kryczka,Nowe Rozdanie,Jungler,Poland,23.0
831,Wollf,Ashley Dixon,Barrage Esports,Mid,United Kingdom,24.0
832,Wondro,Ondrej Kenda,eSuba,Top,Slovakia,
833,Woolite,Paweł Pruski,Rogue Esports Club,Bot,Poland,
834,Woong,Omar Van Vynckt,S1.Academy,Support,Belgium,21.0
835,Worst,Ruben Correia,Electronik Generation,Bot,Portugal,
836,Wunder,Martin Hansen,G2 Esports,Top,Denmark,20.0
837,Wysek,Damian Adamczyk,Enclave Gaming,Jungler,Poland,
838,Xaio,Álvaro Hernández,Movistar Riders,Coach,Spain,
839,Xaky,Marcos Letras,For The Win Esports,Mid,Portugal,
840,xani,Nikola Zrinjski,Vitality.Bee,Coach,Croatia,
841,XDSMILEY,Ludvig Erik Hugo Granquist,GamersOrigin,Bot,Sweden,20.0
842,Xerxe,Andrei Dragomir,Splyce,Jungler,Romania,19.0
843,xGenesis,Pablo Jiménez Calderón,eMonkeyz,Top,Spain,21.0
844,xHarleen,Zuzanna Mikołajczak,ACTINA PACT,Coach,Poland,17.0
845,Xico,Francisco Cruz Antunes,G2 Heretics,Mid,Portugal,20.0
846,Xioh,Julian Dumler,Ad Hoc Gaming,Mid,Germany,
847,Xixauxas,Xavier Fluxà,S2V Esports,Support,Spain,
848,xMatty,Matthew Coombs,Fnatic Rising,Bot,United Kingdom,
849,XoYnUzi,Zhou En-Qiang (周恩强),Tickling Tentacles,Jungler,Austria,
850,xPriskornet,Marcus Vittrup Priskorn,Movistar Riders,Mid,Denmark,21.0
851,xTaba,Stefano Tabarelli,Dropz Esports,Bot,Italy,18.0
852,xTyLk,Jordi Buvalets,Gambit Esports,Mid,Ukraine,21.0
853,YallaSafSaf,Safièn Godthelp,Solwing Esports,Top,Netherlands,19.0
854,YamatoCannon,Jakob Mebdi,Team Vitality,Coach,Sweden,23.0
855,Yameru,Elias Jalonen,NYYRIKKI,Mid,Finland,22.0
856,YaphetS,Ante Bosnić,Forgiven (Croatian Team),Jungler,Croatia,18.0
857,Yaritori,Jannik Fröhlich,GamerLegion,Top,Germany,
858,Yaya,Yann Binjamin,Tempered Fate,Jungler,France,
859,Yazmat,Kalle Ollila,NYYRIKKI Academy,Bot,Finland,24.0
860,YellOwStaR,Bora Kim,Team-LDLC,Coach,France,27.0
861,Yike,Martin Sundelin,Vortex Five,Jungler,Sweden,
862,Yixiao,Kim Kroon,Samsung Morning Stars,Mid,Sweden,
863,Yoppa,Pavle Kostić (Павле Костић),MAD Lions,Top,Serbia,20.0
864,yoshi,Matouš Palme,Asura eSports,Top,Czech Republic,20.0
865,YoungBuck,Joey Steltenpool,Fnatic,Coach,Netherlands,27.0
866,Yuk,Gabriele Savì,HG Esports,Top,Italy,21.0
867,Yusa,Jo Cortez,Diabolus Esports,Bot,United Kingdom,20.0
868,Zaax,Tomasz Duda,Esports Academy,Mid,Poland,
869,Zaboutine,Thomas Si-Hassen,OpTic Gaming,Coach,France,
870,Zaqu,Saku Hänninen,ISO eSports,Bot,Finland,
871,ZaZee,Dirk Mallner,BIG,Mid,Germany,
872,Zekakos,Alexandros Zekai (Αλέξανδρος Ζεκάι),Outlawz,Support,Greece,26.0
873,Zeling,Alicia González,MAD Lions Academy,Mid,Spain,
874,Zen,Timotej Štempihar,1907 Fenerbahçe,Coach,Slovenia,
875,Zeniv,Aaron Salák,Tempered Fate,Bot,Germany,19.0
876,Zeph,Quentin Viguié,ROG Esport,Mid,France,
877,Zetural,Adrian Dziadkowiec,devils.one,Coach,Poland,
878,Zeussak,Peter Gbelec,Rift Rats,Support,Slovakia,
879,Zhergoth,Benjamin Sánchez,Sector One,Top,Netherlands,
880,Zoiren,Michal Zíka,Alpaka Esports,Mid,Czech Republic,21.0
881,Zorbo,Sebastian Holmén,Team PHZ,Mid,Finland,22.0
882,Zven,Jesper Svenningsen,Team SoloMid,Bot,Denmark,21.0
883,Zvir,Tim Gudz,DarkSpawn Gaming,Coach,United Kingdom,19.0
884,Zytan,Niklas Lakaniemi,Placeholder123,Support,Finland,25.0
885,Fisch,Sebastian Hoffman,,Bot,Germany,
886,Guardsman Bob,Bjørn Dons,,Streamer,Denmark,33.0
